hpRemaining: 40.0 (0.0)
monstersKilled: 0.0 (0.0)
treasuresCollected: 0.0 (0.0)
potionsDrunk: 0.0 (0.0)
actionsTaken: 16.0 (0.0)
tilesExplored: 17.0 (0.0)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;40.0;40.0;40.0;40.0;40.0;40.0;40.0;40.0;40.0;40.0;
monstersKilled;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
treasuresCollected;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
potionsDrunk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
actionsTaken;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;
tilesExplored;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;

