hpRemaining: 19.7 (2.9078437983419185)
monstersKilled: 2.0 (0.0)
treasuresCollected: 2.0 (0.0)
potionsDrunk: 0.0 (0.0)
actionsTaken: 31.0 (0.0)
tilesExplored: 32.0 (0.0)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;22.0;17.0;21.0;21.0;18.0;22.0;15.0;16.0;22.0;23.0;
monstersKilled;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;
treasuresCollected;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;
potionsDrunk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
actionsTaken;31.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;
tilesExplored;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;

