hpRemaining: 40.0 (0.0)
monstersKilled: 0.0 (0.0)
treasuresCollected: 0.0 (0.0)
potionsDrunk: 1.0 (0.0)
actionsTaken: 21.0 (0.0)
tilesExplored: 22.0 (0.0)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;40.0;40.0;40.0;40.0;40.0;40.0;40.0;40.0;40.0;40.0;
monstersKilled;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
treasuresCollected;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
potionsDrunk;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
actionsTaken;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;
tilesExplored;22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0;

