hpRemaining: 30.4 (4.115013163202924)
monstersKilled: 2.0 (0.0)
treasuresCollected: 0.0 (0.0)
potionsDrunk: 1.0 (0.0)
actionsTaken: 20.0 (0.0)
tilesExplored: 21.0 (0.0)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;28.0;35.0;31.0;30.0;34.0;25.0;35.0;33.0;23.0;30.0;
monstersKilled;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;
treasuresCollected;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
potionsDrunk;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
actionsTaken;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;
tilesExplored;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;

