hpRemaining: 31.8 (3.1198290551460244)
monstersKilled: 1.0 (0.0)
treasuresCollected: 1.0 (0.0)
potionsDrunk: 0.0 (0.0)
actionsTaken: 300.0 (0.0)
tilesExplored: 8.0 (0.0)
timesCompleted: 0
timesDied: 0
timesUncompleted: 10

hpRemaining;33.0;34.0;33.0;33.0;26.0;26.0;34.0;34.0;32.0;33.0;
monstersKilled;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
treasuresCollected;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
potionsDrunk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
actionsTaken;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;
tilesExplored;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;

