hpRemaining: 30.0 (16.158932858054428)
monstersKilled: 1.2 (1.9321835661585915)
treasuresCollected: 0.6 (0.9660917830792958)
potionsDrunk: 0.0 (0.0)
actionsTaken: 216.6 (134.28675784802215)
tilesExplored: 7.6 (10.627009613872254)
timesCompleted: 3
timesDied: 0
timesUncompleted: 7

hpRemaining;40.0;40.0;40.0;40.0;5.0;40.0;5.0;40.0;10.0;40.0;
monstersKilled;0.0;0.0;0.0;0.0;4.0;0.0;4.0;0.0;4.0;0.0;
treasuresCollected;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;2.0;0.0;
potionsDrunk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
actionsTaken;300.0;300.0;300.0;300.0;22.0;300.0;22.0;300.0;22.0;300.0;
tilesExplored;1.0;1.0;1.0;1.0;23.0;1.0;23.0;1.0;23.0;1.0;

