hpRemaining: 4.3 (5.229191567005787)
monstersKilled: 4.0 (0.0)
treasuresCollected: 1.5 (0.5270462766947299)
potionsDrunk: 0.0 (0.0)
actionsTaken: 19.0 (3.1622776601683795)
tilesExplored: 20.0 (3.1622776601683795)
timesCompleted: 5
timesDied: 5
timesUncompleted: 0

hpRemaining;9.0;9.0;0.0;0.0;0.0;0.0;8.0;14.0;3.0;0.0;
monstersKilled;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;
treasuresCollected;2.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;
potionsDrunk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
actionsTaken;22.0;22.0;16.0;16.0;16.0;16.0;22.0;22.0;22.0;16.0;
tilesExplored;23.0;23.0;17.0;17.0;17.0;17.0;23.0;23.0;23.0;17.0;

