hpRemaining: 19.0 (4.496912521077347)
monstersKilled: 2.0 (0.0)
treasuresCollected: 0.0 (0.0)
potionsDrunk: 0.0 (0.0)
actionsTaken: 22.0 (0.0)
tilesExplored: 23.0 (0.0)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;27.0;15.0;24.0;21.0;15.0;16.0;17.0;21.0;21.0;13.0;
monstersKilled;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;
treasuresCollected;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
potionsDrunk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
actionsTaken;22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0;
tilesExplored;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;

