hpRemaining: 11.3 (4.83160888777687)
monstersKilled: 2.7 (0.48304589153964794)
treasuresCollected: 0.0 (0.0)
potionsDrunk: 0.0 (0.0)
actionsTaken: 105.4 (134.28675784802215)
tilesExplored: 22.1 (1.449137674618944)
timesCompleted: 7
timesDied: 0
timesUncompleted: 3

hpRemaining;9.0;13.0;3.0;12.0;18.0;10.0;7.0;19.0;13.0;9.0;
monstersKilled;3.0;2.0;3.0;2.0;3.0;3.0;3.0;3.0;2.0;3.0;
treasuresCollected;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
potionsDrunk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
actionsTaken;22.0;300.0;22.0;300.0;22.0;22.0;22.0;22.0;300.0;22.0;
tilesExplored;23.0;20.0;23.0;20.0;23.0;23.0;23.0;23.0;20.0;23.0;

