hpRemaining: 20.6 (4.087922591134904)
monstersKilled: 2.0 (0.0)
treasuresCollected: 2.0 (0.0)
potionsDrunk: 0.0 (0.0)
actionsTaken: 31.0 (0.0)
tilesExplored: 32.0 (0.0)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;17.0;20.0;12.0;24.0;18.0;21.0;24.0;26.0;22.0;22.0;
monstersKilled;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;
treasuresCollected;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;
potionsDrunk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
actionsTaken;31.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;
tilesExplored;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;32.0;

