hpRemaining: 22.4 (4.168666186896929)
monstersKilled: 2.0 (0.0)
treasuresCollected: 0.0 (0.0)
potionsDrunk: 0.0 (0.0)
actionsTaken: 21.0 (0.0)
tilesExplored: 22.0 (0.0)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;24.0;30.0;21.0;23.0;21.0;26.0;16.0;17.0;25.0;21.0;
monstersKilled;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;
treasuresCollected;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
potionsDrunk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
actionsTaken;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;21.0;
tilesExplored;22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0;

