hpRemaining: 11.7 (4.2176876234364356)
monstersKilled: 3.0 (0.0)
treasuresCollected: 0.0 (0.0)
potionsDrunk: 0.0 (0.0)
actionsTaken: 22.0 (0.0)
tilesExplored: 23.0 (0.0)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;12.0;9.0;7.0;5.0;16.0;10.0;14.0;10.0;17.0;17.0;
monstersKilled;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;
treasuresCollected;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
potionsDrunk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
actionsTaken;22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0;
tilesExplored;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;

